Gid	Name	CPM-N1	CPM-N2	CPM-N3	CPM-P1	CPM-P2	CPM-P3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Tag
ENSG00000146776.14	ATXN7L1	28.9624	17.3633	33.5311	13.8332	21.5231	35.7758	2482.8964	0.0694	0.2566	0.2706	0.7867	0.9017	NC
ENSG00000128536.16	CDHR3	5.5954	4.9561	6.0126	0.5972	2.0882	1.2254	334.9861	-1.9101	0.4331	-4.4108	0	5e-4	Down
ENSG00000008282.8	SYPL1	17.2292	12.7134	22.4483	12.3495	20.1285	29.6486	1928.6213	0.4721	0.267	1.7683	0.077	0.2603	NC
ENSG00000105835.12	NAMPT	1347.232	116.5869	461.3311	457.4801	251.8038	207.6595	47690.6303	-0.2798	0.7822	-0.3577	0.7206	0.8652	NC
ENSG00000286076.1	AC005050.3	4.1672	0.4877	0.6785	0.1785	0.2312	0.017	83.8149	-2.9318	0.9935	-2.9509	0.0032	0.0362	NC
ENSG00000253276.3	CCDC71L	15.4575	7.1676	17.8682	9.4007	9.9188	11.3778	1213.8133	0.0404	0.3899	0.1037	0.9174	0.9654	NC
ENSG00000105851.11	PIK3CG	61.9836	21.8884	54.7166	24.4959	39.101	46.1579	4063.6529	0.0162	0.3132	0.0517	0.9588	0.9835	NC
ENSG00000005249.13	PRKAR2B	81.3823	3.2889	126.9999	46.8986	15.005	98.3834	5822.9272	0.1187	0.9164	0.1296	0.8969	0.9573	NC
ENSG00000105856.14	HBP1	74.6569	35.0328	58.6748	42.7185	55.4335	76.7511	5836.3416	0.3786	0.2944	1.286	0.1984	0.4453	NC
ENSG00000272072.1	AC004492.1	3.426	1.8599	3.6943	1.8838	3.3485	4.0677	305.0053	0.3259	0.2602	1.2525	0.2104	0.4592	NC
ENSG00000164597.13	COG5	26.3591	18.3613	28.8002	17.1945	23.7231	38.9585	2595.9102	0.3556	0.2745	1.2954	0.1952	0.4414	NC
ENSG00000105865.11	DUS4L	3.2904	3.3343	4.4294	1.2005	3.2516	3.7188	318.684	-0.3154	0.3623	-0.8706	0.384	0.6337	NC
ENSG00000075790.10	BCAP29	20.8721	10.2637	24.7667	12.0786	18.5251	26.1085	1868.1063	0.324	0.2755	1.1761	0.2395	0.4921	NC
ENSG00000241764.4	AC002467.1	1.6452	0.4763	0.999	0.8927	1.1037	1.3531	110.0346	0.4987	0.4373	1.1403	0.2542	0.5079	NC
ENSG00000105879.12	CBLL1	28.0133	17.1591	31.4201	14.9598	24.1631	34.4312	2501.2711	0.1933	0.2361	0.8186	0.413	0.658	NC
ENSG00000091140.14	DLD	28.1308	16.7735	33.8893	23.3077	26.1544	53.7828	3078.3579	0.6621	0.3241	2.0429	0.0411	0.1819	NC
ENSG00000091136.14	LAMB1	2.8384	1.1908	2.6953	1.6684	2.3343	2.1445	219.8946	0.2745	0.3768	0.7284	0.4663	0.6977	NC
ENSG00000091129.20	NRCAM	1.9887	4.4797	1.0367	0.08	5.7276	1.7956	264.714	-0.2071	1.0455	-0.1981	0.8429	0.9311	NC
ENSG00000135241.17	PNPLA8	62.2457	19.6315	48.5721	48.7024	45.1567	61.5183	5008.8505	0.7206	0.4248	1.696	0.0899	0.2861	NC
ENSG00000231006.1	RPL7P32	9.5728	28.1827	16.0965	2.561	6.7344	12.816	1342.8272	-1.4338	0.6276	-2.2844	0.0223	0.1259	NC
ENSG00000177683.14	THAP5	12.2033	9.3564	10.2346	3.8231	5.8096	9.0886	844.8525	-0.5803	0.3149	-1.8427	0.0654	0.2375	NC
ENSG00000128590.5	DNAJB9	55.7102	24.168	34.9825	10.9644	19.4946	27.2573	2767.1862	-0.7447	0.2937	-2.536	0.0112	0.0817	NC
ENSG00000184903.9	IMMP2L	2.2508	2.2909	2.1487	0.8249	2.3194	1.9062	200.0986	-0.2763	0.4169	-0.6627	0.5075	0.7279	NC
ENSG00000173114.13	LRRN3	2.07	17.5447	3.1477	0.3324	5.116	1.7445	589.7061	-1.9701	1.0095	-1.9515	NA	NA	NC
ENSG00000128512.22	DOCK4	16.488	0.998	5.8053	8.4957	5.1757	10.7395	810.5563	0.6719	0.7494	0.8967	0.3699	0.621	NC
ENSG00000198839.10	ZNF277	15.4846	14.9249	22.0148	13.0267	18.0552	29.572	1936.5494	0.4139	0.3331	1.2426	0.214	0.4631	NC
ENSG00000006652.14	IFRD1	195.2162	36.2463	99.4248	48.4377	48.9677	89.1756	8193.2839	-0.3988	0.4928	-0.8094	0.4183	0.6618	NC
ENSG00000181016.9	LSMEM1	6.2824	0.6578	2.488	3.4352	1.1858	3.038	298.0868	0.3862	0.7545	0.5119	0.6087	0.7963	NC
ENSG00000146802.13	TMEM168	25.2743	16.7055	20.1677	10.4226	23.8275	29.4954	2093.4758	0.2014	0.2835	0.7104	0.4775	0.706	NC
ENSG00000164603.12	BMT2	26.7297	11.2958	20.4316	10.6319	14.0355	22.0152	1735.4287	-0.0161	0.2986	-0.054	0.957	0.9824	NC
ENSG00000214194.9	SMIM30	3.6881	3.7426	5.4283	3.5583	5.6828	7.8632	516.5445	0.61240000000000006	0.3375	1.8147	0.0696	0.246	NC
ENSG00000135272.10	MDFIC	47.5204	44.9222	69.6822	21.1099	47.9981	37.7331	4532.5971	-0.3713	0.357	-1.0401	0.2983	0.554	NC
ENSG00000105967.16	TFEC	34.8019	3.0621	43.4076	52.3531	67.806	115.6075	5411.215	1.9886	0.6613	3.0071	0.0026	0.0319	NC
ENSG00000279086.1	AC073130.3	3.6248	2.0981	4.5236	1.5206	2.3194	2.3573	272.6114	-0.383	0.327	-1.1713	0.2415	0.4945	NC
ENSG00000135269.18	TES	82.3404	50.0371	95.3913	46.4554	67.1273	103.2425	7422.5402	0.1949	0.256	0.7614	0.4464	0.6827	NC
ENSG00000243243.5	AC073130.2	1.5006	0.4196	1.4325	1.2805	1.1783	2.2636	138.0356	0.908	0.4627	1.9624	0.0497	0.2036	NC
ENSG00000198898.14	CAPZA2	83.4884	26.2887	87.2111	73.66	76.8224	129.2659	8156.4173	0.9163	0.4011	2.2847	0.0223	0.1259	NC
ENSG00000235945.1	AC002543.1	2.4859	1.4063	6.9173	2.1609	2.2075	2.6126	295.2023	-0.1439	0.5491	-0.2621	0.7933	0.9055	NC
ENSG00000004866.20	ST7	6.2824	1.7465	6.9173	4.4202	4.7506	9.5907	558.1411	0.7067	0.4361	1.6206	0.1051	0.3125	NC
ENSG00000128534.8	LSM8	63.1768	36.0194	52.6999	21.6578	41.5472	52.234	4406.5625	-0.17	0.2344	-0.7253	0.4683	0.6993	NC
ENSG00000071243.16	ING3	50.0063	19.8356	39.7134	15.5323	25.3042	35.8439	3011.8114	-0.2227	0.2751	-0.8098	0.4181	0.6618	NC
ENSG00000106034.18	CPED1	6.1197	0.8166	8.4817	6.3102	14.6321	24.9511	982.8416	1.8882	0.6046	3.1228	0.0018	0.0243	NC
ENSG00000196937.11	FAM3C	16.1535	10.8081	20.9593	7.246	16.8918	29.9039	1637.5813	0.3111	0.3275	0.95	0.3421	0.596	NC
ENSG00000008311.15	AASS	5.9118	6.6232	5.5414	2.8381	2.6475	2.1105	463.4924	-0.8879	0.5444	-1.631	0.1029	0.3087	NC
ENSG00000235459.5	RPS26P31	3.9231	0.1815	2.3749	0.1354	0.4027	5.4804	168.6511	-0.059	1.0582	-0.0558	0.9555	0.9819	NC
ENSG00000128609.15	NDUFA5	26.341	21.2419	36.5469	13.4577	20.8594	34.2355	2534.0154000000002	-0.0885	0.294	-0.3009	0.7635	0.889	NC
ENSG00000170807.12	LMOD2	2.0339	0.6691	2.1487	0.7757	1.2604	1.3105	132.9022	-0.1521	0.3934	-0.3866	0.699	0.8525	NC
ENSG00000106299.8	WASL	7.0146	3.5951	9.82	5.7931	8.0245	11.8969	777.1318	0.6561	0.3234	2.0285	0.0425	0.1858	NC
ENSG00000272686.1	AC006333.2	1.4915	0.8166	1.3194	1.0774	1.6183	3.3699	160.9269	0.9333	0.3424	2.726	0.0064	0.0571	NC
ENSG00000128513.16	POT1	14.1468	9.141	13.7404	6.5934	12.7677	18.9686	1245.7409	0.2349	0.2477	0.9484	0.3429	0.5965	NC
ENSG00000048405.10	ZNF800	82.0331	40.9528	77.3346	32.6591	50.1385	64.1649	5737.5684	-0.1449	0.2488	-0.5824	0.5603	0.7632	NC
ENSG00000279265.1	AC000123.2	1.7627	0.8279	1.5644	0.5171	0.977	1.7956	118.6779	-0.1425	0.3435	-0.4148	0.6783	0.8398	NC
ENSG00000224138.1	AC000123.1	3.3988	1.7465	3.0723	0.905	2.3567	3.021	232.3058	-0.1993	0.3002	-0.6639	0.5067	0.7275	NC
ENSG00000280347.1	AC000123.3	24.3704	4.1282	19.3007	5.7623	15.5569	18.8155	1354.7338	0.0617	0.4877	0.1266	0.8993	0.9587	NC
ENSG00000179562.3	GCC1	32.8946	16.3993	29.0829	12.4296	17.5034	22.3386	2165.5147	-0.2665	0.2735	-0.9746	0.3297	0.5856	NC
ENSG00000004059.11	ARF5	66.3225	23.1473	52.3606	29.1439	52.1297	68.7518	4780.8575	0.3834	0.2969	1.2916	0.1965	0.4432	NC
ENSG00000197157.11	SND1	90.9008	57.0119	123.1737	102.847	120.3011	198.9623	12000.9985	0.9489	0.319	2.9743	0.0029	0.0343	NC
ENSG00000128594.8	LRRC4	31.4031	2.9941	11.9121	5.1467	4.3628	4.6294	929.1582	-1.0836	0.6748	-1.6058	0.1083	0.318	NC
ENSG00000106344.8	RBM28	32.9036	18.9284	35.5479	12.9221	24.9089	35.8694	2625.5926	-0.0264	0.2301	-0.1148	0.9086	0.9628	NC
ENSG00000224940.8	PRRT4	0.687	0.3176	0.5654	1.8592	0.4848	11.6586	243.0882	3.2174	0.8177	3.9349	1e-4	0.0026	Up
ENSG00000106348.18	IMPDH1	178.3124	36.1782	111.6762	95.9704	114.8271	197.5922	12175.2634	0.7199	0.4496	1.6013	0.1093	0.3195	NC
ENSG00000135245.10	HILPDA	1.2294	0.7825	0.8859	0.3324	0.9322	1.6084	92.7678	0.0644	0.4261	0.151	0.8799	0.9498	NC
ENSG00000165055.15	METTL2B	11.4168	6.5325	13.7781	6.0085	9.4714	13.8286	1009.7449	0.155	0.2583	0.6001	0.5485	0.7547	NC
ENSG00000273270.1	AC090114.2	4.8632	2.6878	6.0315	1.9331	4.2584	6.9781	428.0913	0.1447	0.3107	0.4655	0.6415	0.8182	NC
ENSG00000280828.1	AC090114.3	1.9073	0.9413	3.2608	1.1574	1.3722	2.6976	184.2062	0.1001	0.4205	0.2382	0.8117	0.9159	NC
ENSG00000242588.6	AC108010.1	19.2179	3.7199	9.7823	10.9582	10.9927	23.8023	1307.5017	0.87	0.4919	1.7684	0.077	0.2603	NC
ENSG00000243302.3	AC018638.4	57.6446	16.2745	42.7103	23.1784	28.1158	61.6204	3695.7483	0.2653	0.3955	0.6708	0.5023	0.7244	NC
ENSG00000230715.3	AC018638.2	28.1308	9.4698	16.9635	11.8509	13.8192	31.1719	1820.9635	0.3408	0.3863	0.8821	0.3777	0.6274	NC
ENSG00000229413.2	AC018638.1	4.6011	3.1415	5.4095	3.8107	3.5946	4.8507	447.7937	0.2776	0.3925	0.7074	0.4793	0.7073	NC
ENSG00000243679.1	AC018638.5	27.6155	13.632	25.0306	14.4365	16.0789	32.159	2148.7096	0.2065	0.3186	0.6481	0.5169	0.7345	NC
ENSG00000281490.1	CICP14	39.8911	24.4401	36.1511	25.4009	24.5733	61.6545	3578.463	0.3888	0.3644	1.0669	0.286	0.5417	NC
ENSG00000271553.1	AC018638.7	1.7175	0.8846	1.6775	0.5294	0.6861	1.4892	112.3519	-0.43	0.3607	-1.1922	0.2332	0.4854	NC
ENSG00000205085.11	FAM71F2	4.1943	1.7579	2.6011	1.6868	1.6631	3.2763	253.2092	-0.0515	0.3944	-0.1305	0.8962	0.9571	NC
ENSG00000128595.17	CALU	40.4335	18.0437	42.6726	30.0796	48.6097	76.1129	4268.3283	0.8907	0.2704	3.2942	0.001	0.016	NC
ENSG00000128596.17	CCDC136	9.6993	4.8086	10.4797	1.8777	4.3479	3.8805	556.8512	-1.0199	0.2962	-3.4433	6e-4	0.0109	NC
ENSG00000135253.13	KCP	1.7356	0.499	1.1309	0.2339	0.977	1.8041	96.2059	-0.0372	0.5403	-0.0688	0.9451	0.9771	NC
ENSG00000128524.5	ATP6V1F	26.2325	9.5719	20.2054	19.4539	31.8968	48.7109	2617.7759	1.1229	0.296	3.794	1e-4	0.004	Up
ENSG00000272899.4	ATP6V1FNB	1.5367	0.8052	1.3194	0.5233	1.499	2.6296	131.9245	0.4593	0.3973	1.1561	0.2476	0.5009	NC
ENSG00000128604.20	IRF5	44.1578	9.4245	52.2852	59.556	68.5965	156.1233	6565.6797	1.7907	0.4971	3.6024	3e-4	0.0072	Up
ENSG00000275106.1	AC025594.2	3.4802	1.1114	3.5435	2.0131	1.8048	2.5785	245.185	0.129	0.4544	0.2839	0.7765	0.8958	NC
ENSG00000064419.13	TNPO3	61.1429	26.3114	58.1282	35.5033	46.4096	69.7645	4980.939	0.3905	0.2938	1.3289	0.1839	0.4266	NC
ENSG00000158457.6	TSPAN33	28.4201	5.6479	35.7741	18.8198	17.4213	46.4472	2465.6493	0.6351	0.5435	1.1686	0.2426	0.4953	NC
ENSG00000158467.16	AHCYL2	24.4608	12.7928	23.3154	9.9239	21.3068	27.3084	1947.5113	0.1745	0.231	0.7553	0.4501	0.6858	NC
ENSG00000238072.1	AC009244.1	7.322	5.6139	4.9006	2.9981	4.4001	6.7484	545.4619	-0.1569	0.3659	-0.4287	0.6681	0.8342	NC
ENSG00000128578.10	STRIP2	1.5096	0.7258	1.7717	1.2251	2.2821	2.6126	171.0519	0.9108	0.3088	2.9497	0.0032	0.0363	NC
ENSG00000273329.1	AC078846.1	3.4169	1.9734	3.6943	1.7422	2.8638	5.574	314.4307	0.3598	0.3058	1.1764	0.2394	0.4921	NC
ENSG00000106459.15	NRF1	23.9455	15.1971	25.2944	8.1694	15.8477	19.5133	1771.963	-0.3375	0.2264	-1.4908	0.136	0.3603	NC
ENSG00000186591.13	UBE2H	68.9801	49.3226	68.7209	85.4616	88.5833	80.699700000000007	8195.3387	0.8514	0.4262	1.9974	0.0458	0.1942	NC
ENSG00000091732.16	ZC3HC1	5.7853	4.0715	5.8807	2.9796	5.7947	8.8333	553.2573	0.3319	0.2713	1.2232	0.2212	0.4715	NC
ENSG00000128607.14	KLHDC10	35.5974	16.8869	34.2851	18.4627	30.107	46.0047	2993.7731	0.3883	0.2465	1.5751	0.1152	0.3289	NC
ENSG00000146842.17	TMEM209	11.3897	8.5172	13.42	5.6084	12.3202	15.5902	1108.551	0.1893	0.2652	0.7138	0.4753	0.7047	NC
ENSG00000106477.19	CEP41	5.2429	5.4664	4.4859	3.0104	7.6144	6.5697	562.1352	0.3029	0.4132	0.7331	0.4635	0.6956	NC
ENSG00000106484.16	MEST	3.1367	1.8826	2.8084	1.4406	2.8862	3.6593	262.9149	0.2415	0.2635	0.9165	0.3594	0.6117	NC
ENSG00000158623.14	COPG2	12.0044	5.387	10.8943	9.7208	13.3867	17.8624	1190.427	0.8663	0.287	3.018	0.0025	0.0312	NC
ENSG00000286214.1	AUXG01000058.1	1.5006	2.1095	1.866	0.4309	1.8197	1.719	159.0873	-0.4544	0.5106	-0.8899	0.3735	0.6238	NC
ENSG00000285106.2	AC016831.7	8.9762	1.9393	6.2388	1.1266	1.8122	1.4722	328.0331	-1.5037	0.4709	-3.1932	0.0014	0.0208	NC
ENSG00000233559.2	LINC00513	1.9435	2.359	5.9184	0.3509	0.537	0.8255	187.7079	-2.3339	0.486	-4.8025	0	1e-4	Down
ENSG00000226380.9	AC016831.1	5.8576	1.7352	5.3529	0.6403	1.2082	0.9191	238.4674	-1.8192	0.4207	-4.3243	0	7e-4	Down
ENSG00000273319.1	AC058791.1	1.1119	3.9694	8.4629	0.2278	0.5966	0.2127	236.2405	-3.4261	0.7516	-4.5582	0	3e-4	Down
ENSG00000231721.7	LINC-PINT	51.1633	40.4878	97.6154	9.413	20.9414	15.3434	3721.845	-1.7475	0.3933	-4.4428	0	5e-4	Down
ENSG00000199627.1	RNU6-1010P	0.4339	4.389	4.7686	0.0431	0.1641	0.0681	173.622	-5.0612	0.8876	-5.7023	0	0	Down
ENSG00000128585.18	MKLN1	98.3855	28.1827	77.1273	37.184	54.7623	73.9684	6004.2285	0.07	0.357	0.1961	0.8445	0.9319	NC
ENSG00000236753.7	MKLN1-AS	2.8836	2.4383	2.488	1.8654	2.2522	1.6339	244.569	-0.0837	0.4791	-0.1747	0.8613	0.941	NC
ENSG00000128567.17	PODXL	3.5525	3.0961	3.7885	1.065	1.8794	2.5019	264.8461	-0.7572	0.3181	-2.3801	0.0173	0.1081	NC
ENSG00000213261.3	EEF1B2P6	1.9164	4.854	3.9204	0.3694	1.2902	2.1275	248.6527	-1.6052	0.6078	-2.6409	0.0083	0.0671	NC
ENSG00000221866.9	PLXNA4	7.0508	2.2229	9.4995	1.102	3.2441	1.8807	381.0467	-1.2197	0.482	-2.5303	0.0114	0.0826	NC
ENSG00000106554.13	CHCHD3	23.1591	13.9496	25.8222	16.031	23.5441	33.793	2306.9614	0.4953	0.2517	1.9678	0.0491	0.202	NC
ENSG00000283041.1	AC008038.1	214.1086	239.8083	189.8401	90.9715	213.9259	189.9077	19741.88	-0.2576	0.4156	-0.62	0.5353	0.7457	NC
ENSG00000131558.15	EXOC4	28.637	20.1532	37.1689	30.6522	30.2188	56.523	3543.7059	0.7543	0.3521	2.1422	0.0322	0.1577	NC
ENSG00000155530.3	LRGUK	2.1062	0.8166	1.6021	0.5787	0.7234	1.3871	115.7048	-0.4662	0.3724	-1.2517	0.2107	0.4593	NC
ENSG00000205060.11	SLC35B4	19.9682	9.0842	17.9436	8.9389	17.9359	23.9555	1601.9741	0.3597	0.2448	1.4693	0.1418	0.369	NC
ENSG00000085662.14	AKR1B1	37.4957	22.8751	33.8516	12.7004	32.6053	48.1237	3036.1178	0.1248	0.2957	0.4222	0.6729	0.8374	NC
ENSG00000172331.12	BPGM	12.375	71.6419	11.7236	124.6895	196.4971	10.7991	9389.5298	1.9274	1.4506	1.3287	0.1839	0.4266	NC
ENSG00000122786.20	CALD1	2.7209	0.465	7.3131	0.7572	0.3058	8.2972	279.1597	-0.0412	0.9895	-0.0416	0.9668	0.9867	NC
ENSG00000146856.14	AGBL3	2.4497	3.1075	3.3927	0.2709	1.4692	1.0637	194.6514	-1.6306	0.5239	-3.1125	0.0019	0.025	NC
ENSG00000122783.16	CYREN	21.4235	7.1789	17.5666	7.5353	12.2233	15.7434	1323.8251	-0.0442	0.3168	-0.1396	0.889	0.9538	NC
ENSG00000146859.6	TMEM140	39.4301	7.3717	27.7824	26.6875	19.5468	26.6787	2571.7169	0.5509	0.5552	0.9922	0.3211	0.5767	NC
ENSG00000272941.1	AC083862.2	3.3898	0.4196	1.0367	0.5848	1.4841	1.3276	128.1016	-0.1459	0.6153	-0.2371	0.8126	0.9161	NC
ENSG00000287733.1	AC083862.3	6.8609	1.7012	5.8995	1.3421	3.0651	2.3232	329.8991	-0.7181	0.4364	-1.6453	0.0999	0.3039	NC
ENSG00000105875.14	WDR91	37.9657	15.8662	28.2159	12.3003	26.4601	40.7371	2594.8885	0.1625	0.2929	0.5548	0.5791	0.7759	NC
ENSG00000231794.5	AC009542.1	1.8531	0.431	2.3372	1.0281	1.6332	2.0764	151.9106	0.436	0.4762	0.9156	0.3599	0.6122	NC
ENSG00000080802.18	CNOT4	31.5748	14.8115	31.3447	13.3899	21.5977	29.8358	2339.2858	0.0273	0.2487	0.1098	0.9126	0.964	NC
ENSG00000155561.15	NUP205	64.8039	33.2749	52.6999	22.8029	54.1955	68.3773	4825.6322	0.1457	0.258	0.5646	0.5723	0.7717	NC
ENSG00000243317.8	STMP1	42.4764	29.1807	48.3271	115.1534	47.5656	68.9305	7222.9855	1.5371	0.6065	2.5343	0.0113	0.0819	NC
ENSG00000164707.15	SLC13A4	5.6316	4.3663	6.5027	1.299	4.7208	4.1869	433.8542	-0.5509	0.3691	-1.4925	0.1356	0.3596	NC
ENSG00000224746.2	AC015987.1	1.6723	0.4877	1.9791	0.5233	1.2529	1.6169	117.6731	0.0038	0.4287	0.0089	0.9929	0.9972	NC
ENSG00000105887.11	MTPN	232.4859	75.6	273.7716	161.2579	209.3617	328.5261	21287.9418	0.6386	0.3805	1.6786	0.0932	0.292	NC
ENSG00000279483.2	AC090498.1	273.9499	358.3912	346.9973	229.6173	190.061	262.4124	30250.1181	-0.2243	0.4941	-0.4541	0.6498	0.823	NC
ENSG00000230383.1	AC009245.1	12.4835	2.0754	1.4325	3.0535	9.3222	13.1393	654.1524	0.901	0.7051	1.2779	0.2013	0.4495	NC
ENSG00000182158.15	CREB3L2	53.2153	14.4032	49.6841	26.2135	39.72	73.8748	4139.5684	0.5651	0.3907	1.4463	0.1481	0.3786	NC
ENSG00000122779.18	TRIM24	24.2258	12.5887	23.1457	13.4269	17.2722	32.4484	2048.0293	0.3366	0.2872	1.172	0.2412	0.4943	NC
ENSG00000146858.8	ZC3HAV1L	1.365	0.6351	2.5634	1.1882	1.3871	1.753	149.9504	0.3556	0.4661	0.7629	0.4455	0.6817	NC
ENSG00000105939.13	ZC3HAV1	220.4543	220.551	238.8834	103.2841	138.8337	126.5257	18321.2286	-0.5983	0.4068	-1.4708	0.1413	0.3684	NC
ENSG00000229677.1	AC018644.1	1.139	3.0848	2.3937	0.4925	0.701	0.4255	149.8359	-1.8203	0.6524	-2.79	0.0053	0.0505	NC
ENSG00000105948.13	TTC26	1.844	0.8506	1.4513	0.2401	0.8427	1.0637	98.1273	-0.7966	0.4016	-1.9837	0.0473	0.1978	NC
ENSG00000157741.15	UBN2	74.3586	28.4889	66.3272	31.4463	49.4524	77.5766	5333.3304	0.1982	0.2888	0.6863	0.4925	0.7168	NC
ENSG00000146963.18	LUC7L2	42.8922	23.7597	49.2883	20.5189	39.7797	56.7528	3811.2916	0.2443	0.2399	1.0183	0.3085	0.5634	NC
ENSG00000064393.16	HIPK2	133.1874	49.867	151.3142	160.3221	70.3267	211.4038	13901.9027	0.9013	0.5474	1.6465	0.0997	0.3037	NC
ENSG00000059377.17	TBXAS1	137.0472	16.1725	102.4782	126.8627	92.0362	241.0184	12227.9211	1.3261	0.6107	2.1715	0.0299	0.151	NC
ENSG00000059378.12	PARP12	118.1277	51.3527	89.5106	76.4858	97.1	85.61	9072.288	0.4218	0.3839	1.0988	0.2719	0.5272	NC
ENSG00000006459.11	KDM7A	203.6138	55.5602	148.1288	108.5723	125.6931	189.4567	13903.0598	0.4619	0.3946	1.1704	0.2418	0.4947	NC
ENSG00000251728.1	Y_RNA	1.4373	0.5104	1.1874	0.7695	1.4021	1.8892	118.7042	0.6571	0.3429	1.9165	0.0553	0.2159	NC
ENSG00000260231.2	KDM7A-DT	3.8147	8.8007	3.0534	32.0189	7.592	3.7954	1488.8947	2.0421	0.9867	2.0696	0.0385	0.1748	NC
ENSG00000157800.18	SLC37A3	36.1398	14.0517	20.6389	15.046	21.456	18.8495	2147.8387	0.0368	0.3946	0.0933	0.9257	0.9687	NC
ENSG00000133606.11	MKRN1	217.0284	362.0657	176.0055	522.4475	394.1203	225.8452	39660.2201	0.9695	0.7059	1.3735	0.1696	0.4074	NC
ENSG00000133597.11	ADCK2	12.0406	8.9141	13.4954	5.516	10.9256	11.7863	1050.9163	-0.0612	0.2665	-0.2296	0.8184	0.9189	NC
ENSG00000090266.13	NDUFB2	24.1715	14.3806	22.618	8.9451	23.6411	25.1043	1950.5217	0.1093	0.2695	0.4057	0.685	0.8439	NC
ENSG00000157764.13	BRAF	71.5473	32.0614	72.8864	30.6953	41.0997	59.4079	5062.5208	-0.0956	0.2892	-0.3305	0.7411	0.8764	NC
ENSG00000090263.16	MRPS33	6.4994	7.78	6.9362	3.4721	8.5988	12.5096	772.3153	0.2491	0.4139	0.6019	0.5472	0.7539	NC
ENSG00000006530.18	AGK	32.768	24.1566	31.7971	7.8985	23.9916	26.7042	2399.3649	-0.4705	0.3215	-1.4637	0.1433	0.3713	NC
ENSG00000257093.7	DENND11	133.0699	75.7247	112.1851	21.0114	61.0791	71.3133	7558.0904	-0.904	0.296	-3.054	0.0023	0.0287	NC
ENSG00000270157.1	AC004918.4	10.1242	3.7653	7.7655	1.5637	4.7208	6.2378	529.9645	-0.5962	0.3555	-1.677	0.0935	0.2926	NC
ENSG00000228775.8	WEE2-AS1	1.0034	1.8146	1.734	0.1724	0.8726	1.3786	115.4822	-1.0037	0.6099	-1.6457	0.0998	0.3039	NC
ENSG00000106028.11	SSBP1	56.5328	39.796	58.1093	24.8776	48.4158	63.9522	4849.4412	0.0246	0.2419	0.1019	0.9189	0.9662	NC
ENSG00000127364.3	TAS2R4	1.5729	1.0547	0.8105	0.5356	0.8054	1.1999	101.4625	-0.2546	0.4292	-0.5932	0.5531	0.758	NC
ENSG00000257335.8	MGAM	295.6265	18.8036	67.0434	61.5137	16.8993	23.6832	7689.6937	-1.0076	0.9106	-1.1066	0.2685	0.5235	NC
ENSG00000258227.7	CLEC5A	3.7966	0.3629	2.7895	5.7808	8.6957	3.2423	467.4373	1.9866	0.7151	2.778	0.0055	0.0517	NC
ENSG00000257743.8	MGAM2	8.2169	0.2155	2.2618	2.9304	0.6115	0.6127	252.6054	-0.3393	1.0739	-0.3159	0.7521	0.8826	NC
ENSG00000226660.2	TRBV2	2.3593	4.6839	2.111	1.1143	3.8482	1.5573	286.3304	-0.4512	0.6605	-0.6831	0.4945	0.7181	NC
ENSG00000237702.2	TRBV3-1	1.9254	5.1375	0.867	0.3017	3.796	0.7063	236.9424	-0.8894	0.9534	-0.9328	0.3509	0.6039	NC
ENSG00000211710.3	TRBV4-1	8.7954	4.82	7.954	0.1724	3.4529	0.5361	399.2536	-2.2108	0.8095	-2.7312	0.0063	0.0566	NC
ENSG00000211734.3	TRBV5-1	10.0067	13.5867	7.4262	0.7511	5.2652	0.7914	661.2278	-2.1252	0.7689	-2.764	0.0057	0.0529	NC
ENSG00000211706.2	TRBV6-1	1.4915	3.1302	1.3948	0.1478	2.2895	0.5361	159.6685	-1.1122	0.8566	-1.2984	0.1942	0.4402	NC
ENSG00000211745.3	TRBV4-2	2.1785	1.1568	1.734	0.1662	2.3641	0.3744	127.5427	-0.6245	0.79	-0.7905	0.4292	0.6698	NC
ENSG00000283063.1	TRBV6-2	1.844	2.5064	1.4702	0.1908	2.8414	0.3659	159.4125	-0.7688	0.8696	-0.8841	0.3766	0.6264	NC
ENSG00000282939.1	TRBV7-2	6.5536	5.1716	3.7131	0.5725	5.9662	1.2254	386.9824	-0.8982	0.735	-1.222	0.2217	0.4722	NC
ENSG00000211714.3	TRBV7-3	1.3288	2.5291	0.5654	0.1785	2.0733	0.6893	132.2586	-0.7269	0.8625	-0.8427	0.3994	0.647	NC
ENSG00000211716.2	TRBV9	1.6633	2.6992	1.4513	0.4371	2.9756	0.7829	176.796	-0.4563	0.7252	-0.6291	0.5293	0.742	NC
ENSG00000241657.1	TRBV11-2	1.0395	3.7653	1.2063	0.117	2.0658	0.4766	160.3578	-1.3601	0.9404	-1.4463	0.1481	0.3786	NC
ENSG00000211721.2	TRBV6-5	2.5672	3.9127	3.1288	0.2093	4.6835	0.7148	258.9798	-0.7815	0.8761	-0.892	0.3724	0.6228	NC
ENSG00000230099.2	TRBV5-4	2.7842	5.7726	1.7152	0.2709	3.356	0.868	267.4026	-1.3122	0.8502	-1.5434	0.1227	0.3404	NC
ENSG00000211724.3	TRBV6-6	2.1966	2.4043	2.7519	0.1293	1.9316	0.4255	161.8565	-1.4937	0.7666	-1.9484	0.0514	0.2073	NC
