Gid	Name	CPM-nCoV1	CPM-nCoV2	CPM-Ctrl1	CPM-Ctrl2	CPM-Ctrl3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Tag
ENSG00000003989.17	SLC7A2	4.8961	4.9328	2.777	1.7134	0.9732	24.8127	2.6383	0.6067	4.3486	0	1e-4	NC
ENSG00000129422.14	MTUS1	86.9062	72.5828	10.312	13.1417	52.0272	478.2676	3.0564	0.6161	4.9607	0	0	NC
ENSG00000078674.17	PCM1	306.0079	224.0906	235.7529	247.2592	214.2472	1732.5466	1.4934	0.0881	16.9606	0	0	NC
ENSG00000104763.19	ASAH1	161.1642	292.4453	1280.4619	1453.7079	1153.3193	3241.5306	-1.1438	0.3806	-3.0049	0.0027	0.0082	NC
ENSG00000171428.14	NAT1	8.9762	0.7047	17.9994	20.0981	17.8165	50.5309	-0.8275	0.8746	-0.9462	0.3441	0.493	NC
ENSG00000156011.17	PSD3	54.2654	86.6765	93.9253	113.1351	54.0671	512.8687	1.0595	0.4625	2.291	0.022	0.0509	NC
ENSG00000104613.12	INTS10	53.4494	36.9961	83.2069	82.3284	83.4307	357.7926	0.4094	0.1123	3.6468	3e-4	0.0011	NC
ENSG00000175445.17	LPL	83.2342	138.8234	1476.474	946.6133	1217.979	2497.6272	-2.076	0.3794	-5.4713	0	0	NC
ENSG00000147416.11	ATP6V1B2	225.2218	284.3414	753.2478	665.172	641.3193	2424.6785	-0.081	0.2487	-0.3256	0.7447	0.8498	NC
ENSG00000147443.13	DOK2	26.5207	33.4727	311.12	259.4585	292.3629	594.5938	-2.0031	0.2836	-7.0623	0	0	Down
ENSG00000130227.17	XPO7	44.8812	27.4828	119.866	124.6491	128.5146	374.1671	-0.5048	0.1335	-3.7809	2e-4	7e-4	NC
ENSG00000158856.18	DMTN	3.2641	8.4562	1.7102	0.9252	1.3849	32.8752	3.4678	0.7166	4.8392	0	0	NC
ENSG00000275074.2	NUDT18	8.9762	0.7047	18.9307	19.8582	22.7572	55.3904	-0.8737	0.7919	-1.1033	0.2699	0.4049	NC
ENSG00000168476.12	REEP4	25.7047	2.1141	42.7549	40.0762	36.3442	128.2245	-0.3193	0.8308	-0.3844	0.7007	0.8217	NC
ENSG00000168484.12	SFTPC	32.2328	0.7047	2.3367	2.5701	0.6363	73.5045	4.2093	1.3412	3.1386	0.0017	0.0056	NC
ENSG00000168487.19	BMP1	3.2641	7.0469	27.0245	21.1261	24.5538	63.674	-0.9066	0.4196	-2.1604	0.0307	0.0672	NC
ENSG00000168495.13	POLR3D	38.353	4.9328	28.9548	26.7117	24.6474	137.7048	0.7951	0.7693	1.0336	0.3013	0.4427	NC
ENSG00000120910.14	PPP3CC	12.6483	11.9797	20.4885	21.9314	18.4154	94.2665	0.5839	0.2261	2.5819	0.0098	0.0259	NC
ENSG00000120896.13	SORBS3	10.6083	17.6172	148.6515	123.1413	114.1978	270.2489	-1.906	0.3785	-5.036	0	0	NC
ENSG00000120913.23	PDLIM2	13.8724	8.4562	51.526	36.6151	45.1776	126.5252	-0.7049	0.3091	-2.2807	0.0226	0.0521	NC
ENSG00000158941.16	CCAR2	2.4481	7.0469	79.6511	81.2146	79.2947	149.4952	-2.7238	0.4216	-6.4606	0	0	NC
ENSG00000179388.9	EGR3	12.2403	0	0.9482	1.5763	2.1896	29.4613	3.0538	1.4001	2.1811	0.0292	0.0646	NC
ENSG00000008853.16	RHOBTB2	10.6083	10.5703	68.7126	56.6104	53.9361	143.9376	-1.215	0.2711	-4.4812	0	0	NC
ENSG00000120889.13	TNFRSF10B	19.5845	20.4359	142.4203	161.9667	145.1895	335.9173	-1.5966	0.179	-8.9173	0	0	NC
ENSG00000173530.6	TNFRSF10D	6.5282	4.2281	14.3419	11.2227	19.3137	46.4577	-0.2797	0.4611	-0.6067	0.5441	0.7086	NC
ENSG00000147457.14	CHMP7	19.5845	4.2281	69.1867	60.9453	65.8387	168.9253	-1.0635	0.6015	-1.768	0.0771	0.143	NC
ENSG00000104679.11	R3HCC1	5.3041	7.7516	15.9844	16.2429	17.2738	57.237	-0.025	0.3023	-0.0826	0.9342	0.964	NC
ENSG00000197217.13	ENTPD4	29.3768	13.3891	105.1177	117.47	91.216	264.7812	-1.0572	0.249	-4.2456	0	1e-4	NC
ENSG00000147454.14	SLC25A37	37.537	14.4461	29.8691	40.2304	28.4465	179.5842	0.9121	0.3284	2.7772	0.0055	0.0155	NC
ENSG00000167034.10	NKX3-1	21.6246	18.3219	5.537	5.6199	4.3793	108.9043	3.2403	0.2139	15.1475	0	0	Up
ENSG00000042980.13	ADAM28	14.6884	9.8656	3.9453	4.3349	3.8553	69.6809	2.8898	0.2261	12.7835	0	0	Up
ENSG00000134028.14	ADAMDEC1	6.5282	2.1141	1.6933	0.4455	3.3687	23.4033	2.4348	0.9701	2.5097	0.0121	0.031	NC
ENSG00000147459.18	DOCK5	86.4982	33.1203	35.1013	39.3051	30.8794	346.2659	2.0006	0.326	6.1375	0	0	NC
ENSG00000104756.16	KCTD9	13.8724	5.6375	35.694	41.0699	31.3847	95.8062	-0.8591	0.7502	-1.1452	0.2521	0.3831	NC
ENSG00000221914.11	PPP2R2A	57.9375	34.5297	58.1636	59.9858	54.6098	321.9532	0.9565	0.1563	6.1211	0	0	NC
ENSG00000104765.16	BNIP3L	121.9952	115.2164	180.1462	216.7095	219.0382	919.7364	0.4947	0.1684	2.9383	0.0033	0.0099	NC
ENSG00000092964.18	DPYSL2	115.059	164.1922	263.6917	288.4319	222.3882	1166.4839	0.5038	0.3083	1.6341	0.1022	0.1803	NC
ENSG00000120899.18	PTK2B	31.8248	28.8922	309.9347	301.2652	335.1636	642.4836	-2.0879	0.157	-13.2996	0	0	Down
ENSG00000120885.22	CLU	17.9525	6.6945	6.4344	7.7788	3.4061	67.0144	2.2731	0.4805	4.7306	0	0	NC
ENSG00000147419.18	CCDC25	22.0326	14.798400000000001	36.0496	36.7865	36.1383	147.8334	0.3028	0.164	1.8461	0.0649	0.1238	NC
ENSG00000134014.17	ELP3	28.5607	25.3687	56.9275	56.1992	58.4838	236.4635	0.2321	0.1583	1.4661	0.1426	0.2382	NC
ENSG00000012232.9	EXTL3	7.3442	2.8187	53.287	43.0917	66.9616	108.4166	-2.1984	0.4271	-5.147	0	0	NC
ENSG00000104299.15	INTS9	8.1602	3.5234	29.4797	29.0762	30.9543	76.5809	-1.0875	0.2899	-3.7516	2e-4	7e-4	NC
ENSG00000147421.18	HMBOX1	18.3605	20.4359	18.7613	21.2289	20.7922	128.8498	1.2408	0.2035	6.0984	0	0	NC
ENSG00000197892.13	KIF13B	58.7535	23.2547	66.3928	66.925	62.2455	313.0198	0.6316	0.3814	1.6561	0.0977	0.1737	NC
ENSG00000133872.14	SARAF	69.7698	98.6562	594.3012	671.58	669.3916	1431.8022	-1.6549	0.3557	-4.6519	0	0	NC
ENSG00000104660.19	LEPROTL1	34.2729	36.6437	165.855	175.5367	186.0253	454.2802	-1.0066	0.1655	-6.084	0	0	NC
ENSG00000104671.8	DCTN6	31.8248	15.1508	34.4579	32.7086	32.7135	161.1755	0.7193	0.23	3.1278	0.0018	0.0057	NC
ENSG00000157110.16	RBPMS	17.5445	5.6375	1.9811	2.1246	1.179	61.693600000000004	3.9908	0.4812	8.2936	0	0	Up
ENSG00000197265.9	GTF2E2	35.9049	7.7516	36.2866	32.6572	37.4109	155.4336	0.4527	0.5251	0.8621	0.3886	0.5424	NC
ENSG00000104687.14	GSR	53.0414	31.7109	83.9519	130.9715	71.6403	372.9632	0.1599	0.2965	0.5392	0.5897	0.7452	NC
ENSG00000104695.13	PPP2CB	39.169	28.8922	102.3577	100.8158	94.7531	326.2161	-0.2581	0.1338	-1.9282	0.0538	0.1058	NC
ENSG00000165392.10	WRN	18.7685	13.3891	26.1778	24.3987	21.9899	120.8205	0.7026	0.2048	3.4307	6e-4	0.0022	NC
ENSG00000172728.16	FUT10	12.2403	6.3422	8.8896	8.0358	7.8977	53.2789	1.3861	0.30620000000000003	4.5265	0	0	NC
ENSG00000198042.11	MAK16	6.9362	15.5031	26.0085	23.5077	24.0673	95.5343	0.1845	0.4991	0.3696	0.7117	0.8291	NC
ENSG00000147475.17	ERLIN2	19.1765	15.5031	77.7377	75.0807	97.7288	218.6448	-0.9765	0.2293	-4.2594	0	1e-4	NC
ENSG00000147471.12	PLPBP	53.0414	18.3219	100.3089	90.2271	113.0562	322.8264	-0.3372	0.4063	-0.8301	0.4065	0.5627	NC
ENSG00000156675.16	RAB11FIP1	63.6496	45.1	294.2721	338.5486	231.0531	718.0407	-1.1375	0.1919	-5.9289	0	0	NC
ENSG00000187840.5	EIF4EBP1	24.4806	11.275	51.4074	50.2366	47.5356	167.0678	-0.2098	0.1906	-1.1007	0.271	0.4063	NC
ENSG00000129691.16	ASH2L	22.0326	12.6844	87.4231	76.3658	81.3346	206.5087	-1.0136	0.2526	-4.0119	1e-4	3e-4	NC
ENSG00000156735.11	BAG4	4.8961	19.7312	69.6777	57.0216	65.0714	172.5779	-0.892	0.6648	-1.3418	0.1797	0.2886	NC
ENSG00000085788.14	DDHD2	31.8248	14.798400000000001	56.7412	60.277	53.8987	199.3171	-0.0543	0.2211	-0.2455	0.806	0.8888	NC
ENSG00000147535.17	PLPP5	37.129	2.8187	33.8144	34.9703	33.3872	148.4848	0.4279	1.0979	0.3898	0.6967	0.8201	NC
ENSG00000147548.17	NSD3	152.5959	74.6969	98.8019	104.0884	97.6165	721.9343	1.4416	0.2116	6.812	0	0	NC
ENSG00000147526.20	TACC1	125.2592	153.6218	248.9773	275.6501	270.3542	1136.756	0.3921	0.22	1.782	0.0748	0.1395	NC
ENSG00000169499.15	PLEKHA2	110.9789	40.8719	153.2741	170.8934	163.6236	619.4162	0.1169	0.3269	0.3577	0.7206	0.8343	NC
ENSG00000169495.5	HTRA4	3.6721	11.9797	24.5184	34.679	17.1615	85.3041	-0.2411	0.6292	-0.3832	0.7016	0.8223	NC
ENSG00000169490.17	TM2D2	19.5845	11.6273	60.9066	61.9219	53.8238	180.3519	-0.5575	0.3	-1.8586	0.0631	0.1209	NC
ENSG00000168615.12	ADAM9	72.6259	14.798400000000001	155.814	170.2938	115.564	443.8947	-0.5148	0.5779	-0.8908	0.373	0.5253	NC
ENSG00000131203.13	IDO1	29.7848	16.5602	5.3507	2.6386	9.6194	123.9563	3.2307	0.5133	6.2941	0	0	NC
ENSG00000147533.17	GOLGA7	8.1602	15.5031	21.606	21.4174	23.5432	91.877	0.3301	0.7332	0.4502	0.6525	0.7889	NC
ENSG00000158669.11	GPAT4	5.7121	7.0469	98.1076	102.0837	77.3671	173.9787	-2.5672	0.3281	-7.8247	0	0	Down
ENSG00000083168.11	KAT6A	112.6109	35.9391	89.98	106.7784	98.0656	520.6915	0.8452	0.4552	1.857	0.0633	0.1213	NC
ENSG00000070718.12	AP3M2	13.8724	7.0469	38.4709	32.5715	33.4808	120.2512	-0.2276	0.5052	-0.4505	0.6523	0.7888	NC
ENSG00000104368.18	PLAT	15.5044	1.4094	0.762	0.8738	0.7673	32.4798	4.2941	0.9811	4.377	0	1e-4	NC
ENSG00000104365.15	IKBKB	38.353	29.9492	124.1331	115.7223	112.8691	353.792	-0.5003	0.1526	-3.2787	0.001	0.0036	NC
ENSG00000070501.12	POLB	7.3442	4.9328	22.7236	21.1604	22.1583	64.1056	-0.5619	0.2817	-1.9945	0.0461	0.0937	NC
ENSG00000078668.14	VDAC3	42.0251	22.55	101.6127	109.7597	98.2715	320.4047	-0.4115	0.1621	-2.5388	0.0111	0.0289	NC
ENSG00000168575.10	SLC20A2	8.1602	7.0469	30.157	27.9625	25.6954	84.9412	-0.5694	0.2669	-2.1333	0.0329	0.0703	NC
ENSG00000176209.11	SMIM19	19.5845	19.0266	21.352	26.3177	22.1209	128.6439	0.991	0.2635	3.7611	2e-4	7e-4	NC
ENSG00000120925.16	RNF170	7.3442	4.9328	31.4439	36.1011	32.6199	79.861	-1.1703	0.2898	-4.0384	1e-4	3e-4	NC
ENSG00000168172.9	HOOK3	89.7623	103.2367	108.7921	145.0898	133.1372	689.2771	0.8706	0.2352	3.7012	2e-4	9e-4	NC
ENSG00000168522.13	FNTA	31.0088	26.4258	67.7644	72.0137	73.3808	265.1309	0.0047	0.1572	0.0301	0.976	0.98740000000000006	NC
ENSG00000165102.15	HGSNAT	31.0088	7.0469	119.7814	125.9855	138.2838	292.683	-1.5232	0.4871	-3.1269	0.0018	0.0058	NC
ENSG00000164808.17	SPIDR	93.0264	60.6031	131.9051	114.2659	122.2639	563.0658	0.5706	0.1474	3.8705	1e-4	5e-4	NC
ENSG00000221869.5	CEBPD	100.7786	40.1672	7.9583	6.9221	7.7479	375.3242	4.5274	0.3703	12.2266	0	0	Up
ENSG00000253729.7	PRKDC	84.0502	74.6969	268.6361	274.9133	260.0985	806.9845	-0.4808	0.1251	-3.844	1e-4	5e-4	NC
ENSG00000104738.18	MCM4	7.3442	4.9328	82.2926	52.087	54.4975	128.1101	-2.1009	0.4068	-5.1645	0	0	NC
ENSG00000169139.12	UBE2V2	28.5607	19.0266	57.554	56.9702	59.7751	201.0337	-0.038	0.1889	-0.2011	0.8406	0.9096	NC
ENSG00000034239.11	EFCAB1	14.6884	2.1141	3.9622	2.0218	2.0773	47.2759	2.9271	0.7479	3.914	1e-4	4e-4	NC
ENSG00000019549.13	SNAI2	0.816	11.9797	4.1316	4.1121	16.8246	45.4293	0.9042	1.2855	0.7034	0.4818	0.6442	NC
ENSG00000168300.14	PCMTD1	33.0489	40.8719	82.6481	105.5105	104.672	343.0256	-0.086	0.2434	-0.3533	0.7239	0.8361	NC
ENSG00000023287.13	RB1CC1	88.5383	44.3953	69.8471	84.8642	80.717	464.259	1.0545	0.2215	4.7599	0	0	NC
ENSG00000047249.18	ATP6V1H	34.2729	27.4828	121.136	112.6039	109.1822	347.6681	-0.5618	0.1673	-3.3577	8e-4	0.0028	NC
ENSG00000187735.14	TCEA1	66.0977	56.7273	46.5308	52.6867	51.5593	389.5938	1.583	0.1238	12.782	0	0	NC
ENSG00000120992.18	LYPLA1	54.6734	39.4625	79.2108	108.9373	90.2054	383.889	0.3108	0.1777	1.7492	0.0803	0.1479	NC
ENSG00000137547.9	MRPL15	19.5845	3.8758	45.4641	47.478	39.4508	120.449	-0.7872	0.5311	-1.4823	0.1383	0.2321	NC
ENSG00000104237.11	RP1	0.816	8.4562	2.0319	1.285	0.3743	28.845	3.3853	1.1545	2.9323	0.0034	0.0101	NC
ENSG00000167904.15	TMEM68	8.9762	7.0469	23.3162	26.746	25.7703	85.9419	-0.3345	0.2716	-1.2318	0.218	0.3402	NC
ENSG00000137574.11	TGS1	31.4168	20.4359	37.709	37.1291	39.638	194.9887	0.7371	0.1966	3.7499	2e-4	7e-4	NC
ENSG00000254087.8	LYN	175.8525	131.0719	337.9244	339.6451	359.6052	1339.1468	0.1366	0.1156	1.1823	0.2371	0.3642	NC
ENSG00000008988.9	RPS20	682.6017	891.4295	376.4461	383.3708	488.8872	4787.04	2.2541	0.2868	7.8589	0	0	Up
ENSG00000181690.8	PLAG1	17.9525	2.1141	3.8606	5.7913	5.2401	54.022	2.1758	0.7245	3.0032	0.0027	0.0082	NC
ENSG00000170791.18	CHCHD7	39.169	26.0734	48.495	46.5871	49.3135	230.5896	0.7039	0.1512	4.6555	0	0	NC
ENSG00000246430.7	LINC00968	8.9762	2.1141	3.759	2.8271	3.4997	29.6613	1.8851	0.509	3.7038	2e-4	9e-4	NC
ENSG00000104331.9	IMPAD1	34.2729	11.275	241.5608	255.2093	237.0606	496.4106	-2.1613	0.356	-6.0716	0	0	NC
ENSG00000253821.2	AC090796.1	3.2641	14.798400000000001	21.1658	25.3924	39.6193	95.8718	-0.2422	0.7319	-0.3309	0.7407	0.8472	NC
ENSG00000215114.9	UBXN2B	67.7298	50.3851	105.8458	126.688	126.456	510.3421	0.3445	0.2074	1.6613	0.0967	0.1722	NC
ENSG00000137575.12	SDCBP	433.3072	387.9304	1026.3371	1153.0938	919.1595	3709.7335	-0.0327	0.1226	-0.2671	0.7894	0.8786	NC
ENSG00000035681.9	NSMAF	47.7372	36.6437	150.4972	233.8605	126.1379	485.3427	-0.6894	0.2849	-2.4199	0.0155	0.0384	NC
ENSG00000178538.10	CA8	8.1602	2.1141	0.0339	0.1028	0.0749	25.1701	7.423	0.7237	10.2568	0	0	Up
ENSG00000104388.15	RAB2A	22.8486	66.2406	116.9028	130.1319	135.2333	440.7395	-0.1342	0.561	-0.2393	0.8109	0.8918	NC
ENSG00000171316.12	CHD7	34.2729	35.2344	78.9399	72.0137	79.3134	292.7191	0.1467	0.1854	0.791	0.4289	0.5878	NC
ENSG00000198363.18	ASPH	40.8011	7.7516	108.3857	130.2004	95.8199	293.2727	-0.9598	0.622	-1.543	0.1228	0.2101	NC
ENSG00000185728.17	YTHDF3	97.1065	90.9047	126.3343	156.3639	136.3749	704.3596	0.7393	0.1407	5.255	0	0	NC
ENSG00000104442.10	ARMC1	9.7923	14.0937	44.8207	51.9842	45.6454	146.4466	-0.5225	0.4134	-1.264	0.2062	0.3244	NC
ENSG00000066855.16	MTFR1	3.2641	8.4562	15.3579	19.3613	16.0012	57.1172	-0.1767	0.4577	-0.386	0.6995	0.8211	NC
ENSG00000205268.10	PDE7A	54.6734	23.2547	33.7467	40.1104	41.3036	258.1233	1.3012	0.2808	4.6345	0	0	NC
ENSG00000147570.10	DNAJC5B	1.632	45.8047	37.8613	36.1868	46.263	196.9033	0.6838	1.3286	0.5147	0.6068	0.7573	NC
ENSG00000179041.4	RRS1	6.9362	1.7617	21.352	13.947	17.9475	52.0694	-0.713	0.5149	-1.3848	0.1661	0.2702	NC
ENSG00000175073.8	VCPIP1	93.8424	67.65	88.9132	99.2909	90.2428	565.3557	1.0993	0.1069	10.2805	0	0	NC
ENSG00000104205.15	SGK3	55.4894	27.4828	126.3004	166.1816	138.9949	441.4386	-0.4808	0.2636	-1.8239	0.0682	0.129	NC
ENSG00000245910.8	SNHG6	23.2566	25.3687	25.7207	28.5622	28.2968	170.0133	1.1373	0.1749	6.504	0	0	NC
ENSG00000121022.14	COPS5	37.537	24.6641	67.6797	66.6508	71.8649	274.71	0.1704	0.1766	0.9648	0.3346	0.482	NC
ENSG00000104218.14	CSPP1	40.8011	16.2078	17.847	21.0233	17.7229	162.7679	1.7947	0.3029	5.9249	0	0	NC
ENSG00000066777.9	ARFGEF1	134.2355	62.7172	201.3797	194.5211	206.7051	788.9991	0.1927	0.2682	0.7183	0.4726	0.6344	NC
ENSG00000140396.13	NCOA2	107.3068	66.9453	70.1688	89.1305	84.9278	572.0898	1.3877	0.1577	8.8012	0	0	NC
ENSG00000067167.8	TRAM1	70.9938	59.1937	263.8949	389.7618	297.1351	812.3011	-1.0295	0.2125	-4.8444	0	0	NC
ENSG00000147592.9	LACTB2	10.6083	6.3422	21.7246	26.1292	19.8564	78.9037	-0.129	0.2941	-0.4385	0.661	0.795	NC
ENSG00000104313.20	EYA1	18.7685	20.4359	0.4402	0.3427	0	102.2491	7.5506	0.9531	7.922	0	0	Up
ENSG00000147601.14	TERF1	8.9762	7.7516	28.4468	26.4547	27.8289	92.967	-0.3588	0.3056	-1.1743	0.2403	0.3684	NC
ENSG00000147604.14	RPL7	690.7619	633.5139	215.0613	213.8824	272.993	3765.1509	2.8023	0.1491	18.7899	0	0	Up
ENSG00000121039.10	RDH10	35.0889	23.2547	61.3977	61.8362	68.3652	242.8284	0.1429	0.1596	0.8956	0.3704	0.5224	NC
ENSG00000253339.2	AC111149.2	16.3204	4.2281	0.0339	0.0685	0	48.2372	9.3975	0.8781	10.7025	0	0	Up
ENSG00000040341.18	STAU2	32.6408	28.8922	45.1424	44.5653	47.3859	235.1421	0.7405	0.1472	5.0288	0	0	NC
ENSG00000104343.21	UBE2W	41.6171	31.7109	94.9412	100.0277	95.9883	348.059	-0.0848	0.1752	-0.4837	0.6286	0.7724	NC
ENSG00000154582.16	ELOC	35.4969	27.4828	56.8428	57.1929	48.0971	248.7655	0.5232	0.1715	3.0503	0.0023	0.0072	NC
ENSG00000175606.11	TMEM70	26.9287	2.8187	33.7129	37.8488	34.6598	128.7895	-0.008	0.7687	-0.0104	0.9917	0.9957	NC
ENSG00000154589.7	LY96	22.0326	4.2281	37.8444	56.9017	38.3654	132.0989	-0.5459	0.6262	-0.8717	0.3834	0.5367	NC
ENSG00000104381.13	GDAP1	35.4969	4.9328	10.9385	10.623	9.1328	110.2934	2.1526	0.7644	2.8161	0.0049	0.014	NC
ENSG00000164751.15	PEX2	11.4243	23.2547	48.7829	62.6244	64.379	179.8237	-0.4457	0.43120000000000003	-1.0336	0.3013	0.4427	NC
ENSG00000104427.12	ZC2HC1A	2.0401	6.3422	18.5412	24.6899	21.4659	57.0539	-0.9761	0.4727	-2.0648	0.0389	0.081	NC
ENSG00000164683.17	HEY1	8.9762	19.0266	0.1016	0.3427	0.0749	81.7374	7.8079	0.7432	10.5058	0	0	Up
ENSG00000076554.15	TPD52	34.2729	20.4359	15.7643	16.3629	12.7448	161.1212	2.1491	0.2001	10.7424	0	0	Up
ENSG00000205189.12	ZBTB10	6.5282	16.9125	18.0163	21.0062	18.3405	95.2309	0.7006	0.4905	1.4282	0.1532	0.2526	NC
ENSG00000260317.1	AC009812.4	8.1602	0.7047	0.5926	0.7025	0.3369	20.9768	4.178	0.8773	4.7624	0	0	NC
ENSG00000076641.4	PAG1	54.6734	42.9859	380.7639	360.2058	228.8261	742.8527	-1.4732	0.2497	-5.8989	0	0	NC
ENSG00000164687.11	FABP5	47.7372	54.6133	57.2153	73.5729	67.0365	367.1506	0.9468	0.2426	3.9026	1e-4	4e-4	NC
ENSG00000170323.9	FABP4	124.4432	470.7312	677.5081	588.2065	759.859	2711.9748	0.2359	0.6689	0.3527	0.7243	0.8364	NC
ENSG00000237264.4	FTH1P11	4.8961	8.1039	1.2191	0.8738	1.1229	44.9322	4.2209	0.8125	5.1948	0	0	NC
ENSG00000133731.10	IMPA1	10.2003	6.3422	37.9629	41.6525	37.0179	102.727	-0.9507	0.2462	-3.8612	1e-4	5e-4	NC
ENSG00000104231.11	ZFAND1	6.5282	6.3422	32.409	37.6774	39.2824	86.3505	-1.2203	0.3128	-3.9009	1e-4	4e-4	NC
ENSG00000133739.16	LRRCC1	17.9525	17.6172	19.8789	23.9189	23.2251	121.6938	0.9507	0.2378	3.9982	1e-4	3e-4	NC
ENSG00000133740.11	E2F5	11.4243	2.8187	4.8766	5.1059	5.3899	45.4859	1.7667	0.4831	3.657	3e-4	0.001	NC
ENSG00000176731.12	RBIS	14.6884	8.4562	16.2892	16.5856	19.688	80.9131	0.6483	0.2641	2.4547	0.0141	0.0353	NC
ENSG00000185015.8	CA13	6.5282	11.9797	9.4823	9.0981	10.7049	62.4365	1.2456	0.3692	3.374	7e-4	0.0027	NC
ENSG00000147614.4	ATP6V0D2	4.0801	43.6906	15.324	52.464	4.791	174.061	1.4489	1.1816	1.2262	0.2201	0.3429	NC
ENSG00000123124.14	WWP1	42.0251	25.0164	50.4423	65.4686	56.0134	248.0047	0.4599	0.221	2.0812	0.0374	0.0783	NC
ENSG00000176623.12	RMDN1	17.9525	20.4359	62.4475	67.0449	64.6597	213.2619	-0.3507	0.2676	-1.3104	0.1901	0.3028	NC
ENSG00000085719.13	CPNE3	59.5695	30.3016	115.6498	115.3282	132.8191	411.0896	-0.1768	0.1978	-0.8939	0.3714	0.5234	NC
ENSG00000104312.8	RIPK2	41.6171	30.3016	46.8864	43.8799	48.1719	261.8933	0.9396	0.1528	6.15	0	0	NC
ENSG00000164823.11	OSGIN2	14.6884	26.0734	81.2427	95.6414	78.3589	235.0912	-0.7659	0.3826	-2.0021	0.0453	0.0922	NC
ENSG00000104320.13	NBN	93.8424	69.4117	110.7563	103.5058	108.1155	599.9955	0.9152	0.1195	7.6555	0	0	NC
ENSG00000104325.7	DECR1	43.6571	62.0125	224.916	176.0507	179.3628	573.5618	-0.5651	0.3418	-1.6531	0.0983	0.1746	NC
ENSG00000180694.14	TMEM64	9.7923	0.7047	12.6148	16.9112	13.0629	44.87	-0.3462	0.9293	-0.3725	0.7095	0.828	NC
ENSG00000253738.2	OTUD6B-AS1	21.2165	10.5703	20.4377	21.4859	23.2999	114.8788	0.8211	0.215	3.8198	1e-4	6e-4	NC
ENSG00000155100.11	OTUD6B	10.2003	3.8758	26.2625	25.3924	25.7329	73.2132	-0.6227	0.2678	-2.3255	0.02	0.0471	NC
ENSG00000248858.7	AC104211.1	11.4243	0	1.0329	0.7539	0.5989	30.8355	4.1496	1.4226	2.9168	0.0035	0.0106	NC
ENSG00000205133.12	TRIQK	46.5132	54.2609	123.4896	85.8751	108.9015	429.215	0.2506	0.2475	1.0125	0.3113	0.4547	NC
ENSG00000188343.13	FAM92A	25.2967	8.4562	22.2156	16.5171	26.182	114.8447	0.8526	0.4509	1.8908	0.0587	0.1138	NC
ENSG00000183808.11	RBM12B	35.0889	9.1609	28.6839	34.6447	32.0023	149.3523	0.6206	0.4541	1.3667	0.1717	0.2777	NC
ENSG00000164951.16	PDP1	19.5845	19.0266	34.2378	35.3986	36.9805	165.4057	0.4728	0.2188	2.1607	0.0307	0.0671	NC
ENSG00000164944.12	VIRMA	46.5132	33.825	78.2626	82.4997	80.2866	336.0053	0.2949	0.1184	2.4918	0.0127	0.0324	NC
ENSG00000104413.18	ESRP1	24.4806	10.5703	0.6773	0.4797	0.2059	86.7399	6.5098	0.4992	13.0403	0	0	Up
ENSG00000156162.16	DPY19L4	9.7923	9.1609	22.6389	25.975	25.4896	82.9548	-0.097	0.2569	-0.3775	0.7058	0.8254	NC
ENSG00000164941.14	INTS8	12.6483	6.6945	40.7399	41.8581	50.2867	110.9338	-0.9919	0.3256	-3.0466	0.0023	0.0073	NC
ENSG00000156170.13	NDUFAF6	6.5282	15.8555	7.8906	8.961	7.4859	71.8573	1.8191	0.5313	3.4236	6e-4	0.0023	NC
ENSG00000164938.14	TP53INP1	11.4243	6.3422	31.6979	46.3129	34.9406	99.7842	-0.8513	0.343	-2.4817	0.0131	0.0332	NC
ENSG00000175895.4	PLEKHF2	33.0489	11.9797	35.0675	43.3487	37.9349	177.4711	0.5253	0.4811	1.0919	0.2749	0.4108	NC
ENSG00000156172.6	C8orf37	2.4481	7.0469	3.8098	2.5015	2.7885	31.2397	2.0404	0.5476	3.7262	2e-4	8e-4	NC
ENSG00000156467.9	UQCRB	104.0427	92.6664	116.8859	114.9684	121.0849	684.8012	1.0388	0.1002	10.3694	0	0	NC
ENSG00000156471.13	PTDSS1	25.7047	9.8656	127.0624	135.8204	135.0461	283.7886	-1.768	0.3779	-4.6786	0	0	NC
ENSG00000169439.12	SDC2	26.9287	11.9797	10.9723	12.2507	3.7804	102.9462	2.2755	0.5502	4.1357	0	2e-4	NC
ENSG00000104324.16	CPQ	20.4005	9.5133	61.7702	49.9796	65.4644	161.8552	-0.7791	0.396	-1.9675	0.0491	0.0981	NC
ENSG00000147649.10	MTDH	50.1853	60.2508	280.0317	295.1998	270.0174	733.2541	-1.0102	0.198	-5.1018	0	0	NC
ENSG00000156482.11	RPL30	260.3107	350.9343	142.2002	139.1443	173.5612	1825.0943	2.3304	0.2939	7.9283	0	0	Up
ENSG00000177459.11	ERICH5	8.1602	0.7047	0.6773	0.4797	0.4117	22.882	4.3276	0.8873	4.8774	0	0	NC
ENSG00000132541.11	RIDA	8.9762	5.6375	10.2104	10.366	9.975	53.617	0.8037	0.2707	2.9689	0.003	0.0091	NC
ENSG00000104361.10	NIPAL2	26.5207	9.5133	33.3065	37.6089	34.585	141.9712	0.2618	0.3484	0.7514	0.4524	0.6131	NC
